Data Source,World Development Indicators,,,,,,,,,,,,
,,,,,,,,,,,,,
Last Updated Date,2025-10-07,,,,,,,,,,,,
,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Haiti,HTI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.045439505,0.398402974,1.123944279,0.32667856,-2.986837119,-4.498164422,-2.926958043,-2.784680848,-2.992128438,-5.269848333
Hungary,HUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.033108739,2.837490398,4.477435682,5.821463618,5.208764134,-4.09730738,7.662531754,4.551055711,-0.709301494,0.826299203
IBRD only,IBD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.354792752,3.553463386,4.25277704,4.059238312,3.220403187,-1.922026549,7.033458976,3.251772111,4.311844643,3.74477157
IDA & IBRD total,IBT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.993615188,3.145160863,3.829355913,3.65724589,2.834086589,-2.290593033,6.328687052,2.834651946,3.71193053,3.288872189
IDA total,IDA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.299992399,1.08962209,1.76170769,2.109247451,1.736877841,-3.022595681,2.207444996,2.191002123,0.851336436,2.052492906
IDA blend,IDB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.756165805,0.289531182,0.757644992,1.807101863,0.996577942,-3.373306644,3.163884764,2.332265108,0.80406892,1.943372846
Indonesia,IDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.705834289,3.910542755,4.001098652,4.159300139,4.041304182,-2.89423404,2.974761922,4.524475766,4.16753001,4.179001756
IDA only,IDX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.862138895,2.000432705,2.867475612,2.490432167,2.563020695,-2.599152683,1.359642716,2.120082019,0.989229064,2.257236882
Isle of Man,IMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.02956162,7.115039082,2.661870315,1.974344667,0.073371345,-8.952853097,3.785982839,-4.195010004,,
India,IND,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.715667346,6.973946909,5.561185035,5.292119719,2.7967576,-6.690471028,8.790934477,6.762386017,8.230531433,5.539973172
Not classified,INX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,
Ireland,IRL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,23.44369048,-0.068806532,8.574160175,5.994704954,3.385004229,5.812170419,14.64419034,6.488906436,-7.216712186,-0.145596405
"Iran, Islamic Rep.",IRN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.757982281,7.266364932,1.290698109,-3.081867017,-4.110179395,2.538974658,3.85313179,2.53772563,3.787648033,1.960815034
Iraq,IRQ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.153622232,11.09841556,-3.985466873,0.267762551,3.140439433,-13.96753227,-0.747456309,5.510978021,-1.720152371,-3.615119008
Iceland,ISL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.354145353,4.838299232,1.779410096,2.117373247,-0.35423339,-8.438697985,3.325612346,6.273631939,2.599130427,-2.280695998
Israel,ISR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.231915658,2.431947714,2.343414522,2.01931484,1.749458447,-3.734490844,7.563950483,4.194145643,-1.187230213,-0.396212603
Italy,ITA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.038265118,1.428844532,1.794997299,0.58122767,1.134644119,-8.423239939,9.494161085,5.033445487,0.749844869,0.738517575
Jamaica,JAM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.605132261,1.108933685,0.78732843,1.733372669,0.778865726,-10.15796889,4.345494593,5.167336668,2.581466873,-0.697441265
Jordan,JOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.589801748,-2.711262161,0.192083988,-0.302781678,-0.24704929,-2.862539829,1.771730558,0.91564668,1.238634265,1.48055685
Japan,JPN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.668465117,0.805362825,1.758611802,0.771168472,-0.262170829,-3.886419116,3.170017388,1.391027549,1.970801611,0.520666035
Kazakhstan,KAZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.299093533,-0.438395201,2.490769457,2.556066908,2.994055381,-3.864060945,2.918641701,1.701002979,3.572387328,3.464249277
Kenya,KEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.655893528,1.937947956,1.604751834,3.524047815,3.070047694,-2.210321712,5.565136516,2.862812765,3.483358455,2.470855181
Kyrgyz Republic,KGZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.568076077,2.049851499,2.558378342,1.545868202,2.281200888,-9.031577141,3.587769933,7.030428696,7.101193766,7.155579862
Cambodia,KHM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.652931676,6.343006276,6.591964956,7.431770302,6.582723649,-4.963681994,1.578620516,3.7400092,3.668477754,4.724058695
Kiribati,KIR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.847060763,5.584908325,2.199027078,1.946115891,1.733501852,-3.169924846,6.554807059,2.88966133,1.055649339,3.711192253
St. Kitts and Nevis,KNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.698412468,3.959196925,0.274193507,2.094662072,3.061021794,-15.15370814,0.597261391,10.46997026,4.219226706,0.982866431
"Korea, Rep.",KOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.268429401,2.539144729,2.870196962,2.462246216,1.8889146,-0.846212238,4.439121293,2.805237629,1.278235243,
Kuwait,KWT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.832701102,-1.431520503,-8.168791288,-1.265701023,-0.471027647,-3.908227572,2.591286118,1.437112771,-7.011464056,-4.919597587
