Data Source,World Development Indicators,,,,,,,,,,,,
,,,,,,,,,,,,,
Last Updated Date,2025-10-07,,,,,,,,,,,,
,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
IDA blend,IDB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,73.05486298,73.57341766,73.98061371,75.69458771,75.56242371,75.82510376,76.07685852,76.32733917,76.57872772,76.83161926
Indonesia,IDN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.11000061,97.16999817,,97.33000183,,97.44999695,,,,
IDA only,IDX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,72.03408813,73.55236053,74.11405945,75.33448792,75.41863251,75.52249146,75.92299652,76.2922287,76.53753662,76.72921753
Isle of Man,IMN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
India,IND,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,82.00352647,82.791892,83.34347232,83.90274515,83.44999695,88.30999756,
Not classified,INX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Ireland,IRL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,90.05840499,90.34999847,90.49784104,91.17524564,91.61652857,92.01689007,92.38172268,92.49777015,92.7590794,
Iraq,IRQ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,90,91.19999695,,,,90.30783546,,,
Iceland,ISL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Israel,ISR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Italy,ITA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,99.48000336,,,,,
