Country Name,Country Code,Region,Year,GDP_Per_Capita,GDP_Per_Capita_Growth_Annual_Pct,Female_PostSecondary_Education_Pct,Male_PostSecondary_Education_Pct,Labour_Force_Participation_Female_Pct,Labour_Force_Participation_Male_Pct,Financial_Inclusion_Female,Financial_Inclusion_Male,Maternal_Mortality_Ratio_Per_100k,Women_in_Parliament_Pct,Adult_Literacy_Rate_Female_Pct,Adult_Literacy_Rate_Male_Pct,Adult_Literacy_Rate_Combined_Pct,Gender_Discrimination_Law,Gender_Discrimination_Law_Binary,Maternity_Leave_Days,Paternity_Leave_Days,Shared_Parental_Leave_Days,Youth_Not_In_Edu_Employment_Training_Female_Pct,Youth_Not_In_Edu_Employment_Training_Male_Pct,Youth_Not_In_Edu_Employment_Training_Total_Pct,Unemployment_Female_Pct,Unemployment_Male_Pct,Unemployment_Total_Pct
Afghanistan,AFG,Middle East & North Africa,2015,565.5697304,-1.665057447,NA,NA,19.113,75.308,5,15,741,27.71084337,17.09000015,50.20999908,33.75,No,0,90,14,0,67.347,17.468,41.857,11.611,8.401,9.052
Afghanistan,AFG,Middle East & North Africa,2016,522.0822156,-0.300121027,NA,NA,20.156,74.361,5,15,702,27.71084337,NA,NA,NA,No,0,90,14,0,67.647,18.183,42.362,12.834,9.399,10.133
Afghanistan,AFG,Middle East & North Africa,2017,525.4697709,-0.195569548,1.933274473,8.523880107,21.24,73.401,5,15,659,27.71084337,NA,NA,NA,No,0,90,14,0,67.927,18.847,42.84,14.018,10.363,11.184
Afghanistan,AFG,Middle East & North Africa,2018,491.3372214,-1.713742693,NA,NA,19.808,71.376,5,15,629,NA,NA,NA,NA,No,0,90,14,0,67.968,18.641,42.766,14.783,10.198,11.196
Afghanistan,AFG,Middle East & North Africa,2019,496.6025043,0.856294729,NA,NA,18.304,69.398,5,15,601,27.86885246,NA,NA,NA,No,0,90,14,0,67.964,18.385,42.642,15.549,10.031,11.185
Afghanistan,AFG,Middle East & North Africa,2020,510.7870634,-5.382514642,2.747774402,9.900073859,16.473,66.75,5,15,634,27.01612903,21.68269012,50.37151007,35.9865546430738,No,0,90,14,0,75.591,32.851,53.764,16.778,10.456,11.71
Afghanistan,AFG,Middle East & North Africa,2021,356.4962141,-22.58448187,2.539999962,6.0399999619999996,14.666,67.288,5,15,660,27.01612903,22.60000038,52.06000137,37.2700004577637,No,0,90,14,0,74.124,32.136,52.685,16.945,10.911,11.994
Afghanistan,AFG,Middle East & North Africa,2022,357.2611528,-7.576668912,NA,NA,5.159,70.225,5,15,551,NA,26.60000038,NA,NA,No,0,90,14,0,82.589,29.786,55.619,26.742,13.168,14.1
Afghanistan,AFG,Middle East & North Africa,2023,413.7578947,0.106092801,NA,NA,5.155,70.233,5,15,521,NA,NA,NA,NA,No,0,90,14,0,82.554,29.744,55.558,26.57,13.066,13.991
Afghanistan,AFG,Middle East & North Africa,2024,NA,NA,NA,NA,5.104,69.873,5,15,NA,NA,NA,NA,NA,No,0,90,14,0,82.604,29.394,55.386,25.636,12.394,13.295
Albania,ALB,Europe & Central Asia,2015,3981.726623,2.525830935,NA,NA,47.116,64.257,46,43,9,20.71428571,NA,NA,NA,Yes,1,365,0,0,31.224,28.432,29.816,17.122,17.248,17.193
Albania,ALB,Europe & Central Asia,2016,4168.375445,4.075198423,14.31253948,14.31905677,49.888,65.075,46,43,8,22.85714286,NA,NA,NA,Yes,1,365,0,0,27.608,27.178,27.391,14.49,16.162,15.418
Albania,ALB,Europe & Central Asia,2017,4614.047969,3.378211536,15.53784691,15.370931,49.736,66.751,46,43,8,27.85714286,99.05000305,98.56999969,98.8199996948242,Yes,1,365,3,0,27.5,24.986,26.228,12.524,14.466,13.616
Albania,ALB,Europe & Central Asia,2018,5365.488802,3.927525709,17.50093119,16.15102641,51.407,67.535,46,43,7,27.85714286,NA,NA,NA,Yes,1,365,3,0,27.752,25.512,26.614,11.888,12.635,12.304
Albania,ALB,Europe & Central Asia,2019,5460.430509,2.498299447,NA,16.58623537,52.93,68.004,46,43,7,29.50819672,NA,NA,NA,Yes,1,365,3,0,25.445,26.187,25.824,11.318,11.587,11.466
Albania,ALB,Europe & Central Asia,2020,5370.7775,-2.756980235,NA,NA,50.616,65.26,46,43,7,29.50819672,NA,NA,NA,Yes,1,365,3,0,26.898,25.606,26.236,11.648,11.724,11.69
Albania,ALB,Europe & Central Asia,2021,6413.282808,9.98433058,NA,NA,51.887,66.164,46,43,14,35.71428571,NA,NA,NA,Yes,1,365,3,0,26.033,22.252,24.085,11.678,11.307,11.474
Albania,ALB,Europe & Central Asia,2022,6846.426694,6.108947895,NA,NA,53.183,67.987,46,43,8,35.71428571,NA,NA,NA,Yes,1,365,3,0,25.755,21.811,23.714,10.405,9.917,10.137
Albania,ALB,Europe & Central Asia,2023,8575.171346,5.137123553,NA,NA,53.207,67.984,46,43,7,35.71428571,97.22000122,98.15000153,97.6800003051758,Yes,1,365,3,0,25.602,21.715,23.586,10.376,9.888,10.108
Albania,ALB,Europe & Central Asia,2024,10011.62799,5.162521915,NA,NA,53.512,68.162,46,43,NA,35.71428571,NA,NA,NA,Yes,1,365,3,0,25.624,21.758,23.614,10.527,10.023,10.25
Algeria,DZA,Middle East & North Africa,2015,4685.059027,1.099620619,NA,NA,15.262,68.373,31,57,79,31.6017316,NA,NA,NA,No,0,98,3,0,32.258,10.853,21.2,16.741,10.028,11.206
Algeria,DZA,Middle East & North Africa,2016,4424.98529,1.785940647,NA,NA,15.015,68.385,31,57,79,31.6017316,NA,NA,NA,No,0,98,3,0,31.624,9.878,20.409,18.763,8.408,10.202
Algeria,DZA,Middle East & North Africa,2017,4554.66754,-0.541667024,NA,NA,14.887,68.502,31,57,77,25.75757576,NA,NA,NA,No,0,98,3,0,31.603,10.91,20.95,21.252,10.08,12
Algeria,DZA,Middle East & North Africa,2018,4577.210292,-0.54601958,NA,NA,14.755,68.563,31,57,75,25.75757576,NA,NA,NA,No,0,98,3,0,30.584,10.736,20.385,21.477,10.215,12.137
Algeria,DZA,Middle East & North Africa,2019,4468.453419,-0.939992962,NA,NA,14.623,68.554,31,57,73,25.75757576,74.20999908,NA,NA,No,0,98,3,0,30.219,10.569,20.142,21.677,10.337,12.259
Algeria,DZA,Middle East & North Africa,2020,3743.541952,-6.612475097,NA,NA,13.673,64.347,31,57,97,25.75757576,NA,NA,NA,No,0,98,3,0,31.09,12.478,21.562,24.032,12.026,14.057
Algeria,DZA,Middle East & North Africa,2021,4160.559267,2.132636327,NA,NA,13.843,64.797,31,57,79,8.108108108,NA,NA,NA,No,0,98,3,0,30.136,11.07,20.391,23.351,11.638,13.63
Algeria,DZA,Middle East & North Africa,2022,4961.552577,1.968251881,NA,NA,14.092,67.609,31,57,64,8.108108108,NA,NA,NA,No,0,98,3,0,29.963,10.795,20.182,22.126,10.39,12.346
Algeria,DZA,Middle East & North Africa,2023,5364.02795,2.551203019,NA,NA,14.132,67.096,31,57,62,7.862407862,NA,NA,NA,No,0,98,3,0,30.001,10.531,20.072,21.144,9.79,11.701
Algeria,DZA,Middle East & North Africa,2024,5631.179991,1.865519889,NA,NA,13.988,66.498,31,57,NA,7.862407862,NA,NA,NA,No,0,98,3,0,30.016,10.525,20.071,20.828,9.526,11.427
American Samoa,ASM,East Asia & Pacific,2015,12727.41027,4.296623367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2016,12843.33429,-0.488137584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2017,11863.68395,-5.799364048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2018,12552.05469,4.038507121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2019,12886.13595,0.897584681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2020,14489.25866,5.351787426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2021,15236.16049,0.29788482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2022,18017.45894,3.593276063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2015,38654.93472,3.630797937,32.86999893,31.96999931,NA,NA,NA,NA,10,39.28571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2016,40129.8192,3.699620468,32.63000107,31.82999992,NA,NA,NA,NA,10,32.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2017,40672.99433,-1.806057033,NA,NA,NA,NA,NA,NA,11,32.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2018,42819.77458,-0.302119304,NA,NA,NA,NA,NA,NA,11,32.14285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2019,41257.804580000004,0.265352821,NA,NA,NA,NA,NA,NA,11,46.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2020,37361.09007,-12.22383849,NA,NA,NA,NA,NA,NA,48,46.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2021,42425.69968,6.927044852,NA,NA,NA,NA,NA,NA,18,46.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2022,42414.05901,7.721238001,40.15999985,40.20000076,NA,NA,NA,NA,17,46.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2023,46812.44845,1.123259079,NA,NA,NA,NA,NA,NA,11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andorra,AND,Europe & Central Asia,2024,49303.67339,2.006784451,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,Sub-Saharan Africa,2015,3213.902611,-2.630701832,NA,NA,73.933,78.557,22,36,249,36.81818182,51.93000031,83.76999664,66.2399978637695,Yes,1,90,0,0,34.449,23.776,29.133,17.528,15.464,16.49
Angola,AGO,Sub-Saharan Africa,2016,1807.952941,-6.002648683,NA,NA,73.698,78.212,22,36,236,36.81818182,NA,NA,NA,Yes,1,90,0,0,32.357,22.755,27.574,17.369,15.788,16.575
Angola,AGO,Sub-Saharan Africa,2017,2437.259712,-3.620757682,NA,NA,73.461,77.864,22,36,220,30.45454545,NA,NA,NA,Yes,1,90,1,0,30.408,21.779,26.109,17.158,16.068,16.61
Angola,AGO,Sub-Saharan Africa,2018,2538.591391,-4.665969917,NA,NA,73.224,77.512,22,36,208,30.45454545,NA,NA,NA,Yes,1,90,1,0,28.513,20.834,24.687,16.892,16.298,16.594
Angola,AGO,Sub-Saharan Africa,2019,2189.855714,-4.010017337,3.758872755,6.941303008,72.985,77.156,22,36,202,30,NA,NA,NA,Yes,1,90,1,0,26.414,19.694,23.064,16.547,16.447,16.497
Angola,AGO,Sub-Saharan Africa,2020,1449.922867,-8.672076174,NA,NA,72.731,76.823,22,36,195,30,NA,NA,NA,Yes,1,90,1,0,27.301,20.523,23.921,16.614,16.764,16.69
Angola,AGO,Sub-Saharan Africa,2021,1925.874661,-1.969590687,2.966713025,6.56733248,74.695,78.13,22,36,211,29.54545455,NA,NA,NA,Yes,1,90,1,0,22.584,20.782,21.685,15.781,15.817,15.799
Angola,AGO,Sub-Saharan Africa,2022,2929.694455,-0.143628268,NA,NA,73.179,78.168,22,36,185,33.63636364,NA,NA,NA,Yes,1,90,1,0,22.316,20.345,21.332,14.736,14.472,14.602
Angola,AGO,Sub-Saharan Africa,2023,2309.53413,-1.988293313,NA,NA,73.224,78.396,22,36,183,33.63636364,NA,NA,NA,Yes,1,90,1,0,22.422,20.333,21.379,14.671,14.405,14.537
Angola,AGO,Sub-Saharan Africa,2024,2122.08369,1.292930656,NA,NA,73.14,78.386,22,36,NA,39.54545455,NA,NA,NA,Yes,1,90,1,0,22.493,20.328,21.412,14.581,14.35,14.464
Antigua and Barbuda,ATG,Latin America & Caribbean,2015,16077.63408,0.691094825,NA,NA,NA,NA,NA,NA,30,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2016,16556.85518,3.47228425,NA,NA,NA,NA,NA,NA,28,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2017,16965.72883,2.146187576,NA,NA,NA,NA,NA,NA,31,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2018,18273.42707,6.174489769,28.88138651,21.28926015,NA,NA,NA,NA,31,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2019,18896.37218,2.677613194,NA,NA,NA,NA,NA,NA,32,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2020,15369.60823,-19.29454628,NA,NA,NA,NA,NA,NA,35,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2021,17348.6007,7.583674814,NA,NA,NA,NA,NA,NA,32,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2022,20105.19891,8.530771197,NA,NA,NA,NA,NA,NA,36,11.11111111,NA,NA,NA,Yes,1,91,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2023,21494.5474,1.904886418,31.3241537,27.33884802,NA,NA,NA,NA,35,5.555555556,NA,NA,NA,Yes,1,98,0,0,NA,NA,NA,NA,NA,NA
Antigua and Barbuda,ATG,Latin America & Caribbean,2024,23725.79037,3.820191439,NA,NA,NA,NA,NA,NA,NA,5.555555556,NA,NA,NA,Yes,1,98,0,0,NA,NA,NA,NA,NA,NA
Argentina,ARG,Latin America & Caribbean,2015,13679.6265,1.660912538,NA,NA,47.498,71.478,74,70,39,NA,NA,NA,NA,Yes,1,90,2,0,23.889,15.307,19.504,8.706,6.798,7.579
Argentina,ARG,Latin America & Caribbean,2016,12699.96231,-3.024500956,NA,NA,47.582,70.948,74,70,40,35.79766537,NA,NA,NA,Yes,1,90,2,0,23.39,15.655,19.437,9.224,7.288,8.085
Argentina,ARG,Latin America & Caribbean,2017,14532.50093,1.916396081,NA,NA,47.666,70.414,74,70,38,38.13229572,NA,NA,NA,Yes,1,90,2,0,22.834,15.813,19.246,9.485,7.544,8.347
Argentina,ARG,Latin America & Caribbean,2018,11752.79989,-3.415536839,NA,NA,49.146,70.466,74,70,38,38.91050584,NA,NA,NA,Yes,1,90,2,0,22.599,15.602,19.023,10.563,8.246,9.22
Argentina,ARG,Latin America & Caribbean,2019,9955.974787,-2.695067235,NA,NA,50,70.981,74,70,36,40.15748031,NA,NA,NA,Yes,1,90,2,0,21.716,16.85,19.228,10.718,9.202,9.843
Argentina,ARG,Latin America & Caribbean,2020,8535.59938,-10.33610969,NA,NA,46.486,65.925,74,70,40,40.85603113,99.16000366,99.12999725,99.1399993896484,Yes,1,90,2,0,23.693,21.024,22.328,12.394,10.778,11.461
Argentina,ARG,Latin America & Caribbean,2021,10738.01792,10.14855999,NA,NA,50.26,70.836,74,70,76,44.74708171,NA,NA,NA,Yes,1,90,2,0,18.571,13.777,16.118,9.852,7.915,8.736
Argentina,ARG,Latin America & Caribbean,2022,13935.68111,5.048195323,NA,NA,51.868,71.453,74,70,39,44.74708171,NA,NA,NA,Yes,1,90,2,0,17.845,13.991,15.872,7.682,6.145,6.805
Argentina,ARG,Latin America & Caribbean,2023,14187.48273,-1.892949797,NA,NA,52.957,71.944,74,70,33,43.19066148,NA,NA,NA,Yes,1,90,2,0,16.738,13.4,15.028,6.793,5.641,6.139
Argentina,ARG,Latin America & Caribbean,2024,13858.20398,-2.058402754,NA,NA,52.935,71.797,74,70,NA,42.41245136,NA,NA,NA,Yes,1,90,2,0,16.739,13.396,15.026,8.434,7.452,7.876
Armenia,ARM,Europe & Central Asia,2015,3512.393503,3.515995473,NA,NA,55.872,69.443,52,59,25,10.6870229,NA,NA,NA,Yes,1,140,0,660,29.263,31.25,30.251,19.185,17.326,18.261
Armenia,ARM,Europe & Central Asia,2016,3524.424769,0.611877151,NA,NA,55.962,69.62,52,59,25,10.6870229,99.69000244,99.80999756,99.7399978637695,Yes,1,140,0,660,28.468,30.716,29.599,17.494,17.742,17.617
Armenia,ARM,Europe & Central Asia,2017,3869.053739,7.965446065,48.31999969,44.77999878,56.038,69.513,52,59,24,18.0952381,99.68000031,99.80999756,99.7399978637695,Yes,1,140,0,660,28.556,30.483,29.536,17.488,17.923,17.704
Armenia,ARM,Europe & Central Asia,2018,4196.005623,5.568501179,53.75780311,46.16596129,56.015,69.443,52,59,24,18.0952381,NA,NA,NA,Yes,1,140,0,660,28.599,30.403,29.522,20.239,17.682,18.966
Armenia,ARM,Europe & Central Asia,2019,4597.228874,7.836084387,NA,48.91609636,57.831,69.816,52,59,23,23.48484848,NA,NA,NA,Yes,1,140,0,660,22.164,29.746,26.037,19.191,17.391,18.304
Armenia,ARM,Europe & Central Asia,2020,4268.680933,-7.168664527,48.00999832,44.66999817,57.865,68.122,52,59,43,23.48484848,99.73999786,99.83999634,99.7900009155273,Yes,1,140,0,660,23.344,28.736,26.084,17.233,19.164,18.175
Armenia,ARM,Europe & Central Asia,2021,4685.179971,5.771427608,NA,50.9187096,58.289,69.133,52,59,57,33.64485981,NA,NA,NA,Yes,1,140,0,660,17.436,29.437,23.488,15.236,15.711,15.469
Armenia,ARM,Europe & Central Asia,2022,6571.974455,12.33833356,55.46694123,50.30646158,56.853,68.775,52,59,27,35.51401869,99.90000153,99.73000336,99.8199996948242,Yes,1,140,7,660,18.67,25.513,22.11,12.668,14.099,13.379
Armenia,ARM,Europe & Central Asia,2023,8125.273958,8.479020342,55.46251138,48.81600732,56.786,68.433,52,59,19,35.51401869,99.90000153,99.76999664,99.8399963378906,Yes,1,140,7,660,18.882,25.76,22.344,12.542,13.957,13.245
Armenia,ARM,Europe & Central Asia,2024,8500.605225,3.484216252,NA,NA,56.416,67.982,52,59,NA,36.44859813,NA,NA,NA,Yes,1,140,7,660,18.893,25.791,22.375,12.768,13.896,13.329
Aruba,ABW,Latin America & Caribbean,2015,27458.22533,-1.63575345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2016,27441.52966,0.951537825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2017,28440.05196,7.040657465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2018,30082.12764,2.234428765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2019,31096.20507,-2.496550426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2020,22855.93232,-25.79322942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2021,27200.06108,25.15496385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2022,30559.53353,8.912308079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2023,33984.79062,4.21613214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aruba,ABW,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australia,AUS,East Asia & Pacific,2015,56739.02653,0.729964315,49.31999969,41.29999924,59.151,71.176,100,99,6,26.66666667,NA,NA,NA,Yes,1,0,14,126,10.183,9.434,9.8,6.074,6.039,6.055
Australia,AUS,East Asia & Pacific,2016,49888.04108,1.166815387,50.06000137,42.79999924,59.381,70.698,100,99,6,28.66666667,NA,NA,NA,Yes,1,0,14,126,9.016,8.379,8.69,5.781,5.651,5.711
Australia,AUS,East Asia & Pacific,2017,53901.71454,0.609016554,51.84999847,43.34999847,59.877,70.791,100,99,6,28.66666667,NA,NA,NA,Yes,1,0,14,126,8.976,8.906,8.94,5.669,5.525,5.592
Australia,AUS,East Asia & Pacific,2018,57196.42208,1.350866131,53,43.45999908,60.523,71.074,100,99,5,28.66666667,NA,NA,NA,Yes,1,0,14,126,9.679,9.131,9.398,5.32,5.282,5.3
Australia,AUS,East Asia & Pacific,2019,54972.70179,0.673067166,53.59999847,45.49000168,60.959,71.228,100,99,5,30.46357616,NA,NA,NA,Yes,1,0,14,126,9.127,8.8,8.959,5.106,5.205,5.159
Australia,AUS,East Asia & Pacific,2020,51791.54018,-1.343977433,56.11999893,46.81999969,60.205,70.16,100,99,5,30.46357616,NA,NA,NA,Yes,1,0,14,126,10.451,10.443,10.447,6.349,6.551,6.456
Australia,AUS,East Asia & Pacific,2021,60607.77886,1.967399837,56.45999908,48.11000061,61.273,70.808,100,99,4,31.12582781,NA,NA,NA,Yes,1,0,14,126,8.682,9.278,8.989,5.012,5.209,5.116
Australia,AUS,East Asia & Pacific,2022,64997.01365,2.924100641,58.43999863,49.11000061,62.314,71.231,100,99,4,38.41059603,NA,NA,NA,Yes,1,0,14,126,8.412,8.513,8.464,3.672,3.779,3.728
Australia,AUS,East Asia & Pacific,2023,64835.91998,0.964385754,55.68103589,47.47101256,62.374,71.332,100,99,2,38.41059603,NA,NA,NA,Yes,1,0,14,126,8.588,8.664,8.627,3.572,3.755,3.668
Australia,AUS,East Asia & Pacific,2024,64407.48426,-0.627097846,55.83662744,48.83632919,62.356,71.212,100,99,NA,38,NA,NA,NA,Yes,1,0,0,126,8.635,8.698,8.667,4,4.138,4.072
Austria,AUT,Europe & Central Asia,2015,43915.22802,0.174259723,27.17000008,31.25,54.827,65.928,100,100,7,30.6010929,NA,NA,NA,Yes,1,112,0,540,8.999,12.959,11.038,5.372,6.179,5.802
Austria,AUT,Europe & Central Asia,2016,45061.49939,1.018877232,28.25,31.82999992,55.349,66.318,100,100,6,30.6010929,NA,NA,NA,Yes,1,112,0,540,9.105,12.597,10.914,5.594,6.476,6.064
Austria,AUT,Europe & Central Asia,2017,47163.74258,1.564306897,29.18000031,32.16999817,55.352,66.244,100,100,6,34.42622951,NA,NA,NA,Yes,1,112,0,540,7.532,13.174,10.454,5.096,5.969,5.561
Austria,AUT,Europe & Central Asia,2018,51194.07498,1.986262964,29.5081007,33.06401175,55.426,66.682,100,100,7,34.42622951,NA,NA,NA,Yes,1,112,0,540,8.74,11.996,10.422,4.73,5.11,4.933
Austria,AUT,Europe & Central Asia,2019,49885.99474,1.303503176,30.81999969,33.5,55.514,66.544,100,100,7,39.3442623,NA,NA,NA,Yes,1,112,0,540,9.207,12.703,11.008,4.423,4.679,4.56
Austria,AUT,Europe & Central Asia,2020,48716.40989,-6.706393611,31.18269361,33.66031858,55.224,65.75,100,100,6,39.3442623,NA,NA,NA,Yes,1,112,0,540,8.49,14.183,11.419,5.015,5.364,5.201
Austria,AUT,Europe & Central Asia,2021,53648.71907,4.339758399,32.30562465,34.12478127,55.35,66.165,100,100,6,40.43715847,NA,NA,NA,Yes,1,112,30,365,10.341,14.07,12.257,6.403,6.508,6.459
Austria,AUT,Europe & Central Asia,2022,52176.66491,4.275933279,NA,NA,55.688,66.325,100,100,7,40.98360656,NA,NA,NA,Yes,1,112,30,365,10.139,14.065,12.155,4.797,5.163,4.992
Austria,AUT,Europe & Central Asia,2023,56033.57379,-1.930145664,NA,NA,55.812,66.13,100,100,6,40.98360656,NA,NA,NA,Yes,1,112,30,365,10.921,15.201,13.118,5.025,5.476,5.264
Austria,AUT,Europe & Central Asia,2024,56833.19605,-1.676594419,NA,NA,55.551,65.815,100,100,NA,36.06557377,NA,NA,NA,Yes,1,112,30,365,10.876,15.153,13.07,5.171,5.676,5.439
Azerbaijan,AZE,Europe & Central Asia,2015,5500.503646,-0.147024804,26.04000092,34.40000153,61.096,66.304,39,55,21,16.93548387,99.72000122,99.86000061,99.7900009155273,Yes,1,126,0,1039,9.113,2.991,6.049,5.824,4.058,4.96
Azerbaijan,AZE,Europe & Central Asia,2016,3880.685228,-4.141174903,26.07999992,34.45000076,62.043,67.59,39,55,22,16.8,99.72000122,99.86000061,99.7900009155273,Yes,1,126,0,1039,8.074,2.591,5.319,5.865,4.106,5
Azerbaijan,AZE,Europe & Central Asia,2017,4147.198142,-0.824348483,25.97999954,34.47000122,62.213,68.185,39,55,22,16.8,99.72000122,99.86000061,99.7900009155273,Yes,1,126,0,1039,7.146,2.209,4.664,5.892,4.094,5
Azerbaijan,AZE,Europe & Central Asia,2018,4739.794312,0.62488441,25.92000008,34.52999878,62.63,68.45,39,55,21,16.8,NA,NA,NA,Yes,1,126,0,1039,6.177,1.919,4.033,5.738,4.056,4.9
Azerbaijan,AZE,Europe & Central Asia,2019,4805.753718,1.615829574,25.84000015,34.52999878,62.427,68.274,39,55,21,16.80672269,99.73000336,99.87000275,99.8000030517578,Yes,1,126,0,1039,5.516,1.781,3.624,5.739,4.26,5
Azerbaijan,AZE,Europe & Central Asia,2020,4229.910649,-4.852351546,NA,NA,64.382,70.328,39,55,21,17.3553719,NA,NA,NA,Yes,1,126,0,1039,6.685,2.022,4.301,8.388,6.092,7.24
