Country Name,Country Code,Region,Year,GDP_Per_Capita,GDP_Per_Capita_Growth_Annual_Pct,Female_PostSecondary_Education_Pct,Male_PostSecondary_Education_Pct,Labour_Force_Participation_Female_Pct,Labour_Force_Participation_Male_Pct,Financial_Inclusion_Female,Financial_Inclusion_Male,Maternal_Mortality_Ratio_Per_100k,Women_in_Parliament_Pct,Adult_Literacy_Rate_Female_Pct,Adult_Literacy_Rate_Male_Pct,Adult_Literacy_Rate_Combined_Pct,Gender_Discrimination_Law,Gender_Discrimination_Law_Binary,Maternity_Leave_Days,Paternity_Leave_Days,Shared_Parental_Leave_Days,Youth_Not_In_Edu_Employment_Training_Female_Pct,Youth_Not_In_Edu_Employment_Training_Male_Pct,Youth_Not_In_Edu_Employment_Training_Total_Pct,Unemployment_Female_Pct,Unemployment_Male_Pct,Unemployment_Total_Pct
Denmark,DNK,Europe & Central Asia,2015,53094.01336,1.385666322,39.11000061,30.65999985,56.837,66.106,100,100,5,37.4301676,NA,NA,NA,Yes,1,126,14,224,6.929,7.13,7.032,6.529,6.057,6.278
Denmark,DNK,Europe & Central Asia,2016,54500.92604,2.271801518,39.38000107,32.18000031,57.677,65.906,100,100,5,37.4301676,NA,NA,NA,Yes,1,126,14,224,5.907,7.496,6.72,6.379,5.639,5.989
Denmark,DNK,Europe & Central Asia,2017,57521.5515,2.395590651,38.04468192,31.33492537,57.74,66.007,100,100,5,37.4301676,NA,NA,NA,Yes,1,126,14,224,7.635,7.532,7.582,6.054,5.636,5.833
Denmark,DNK,Europe & Central Asia,2018,61324.7665,1.356196002,41.90000153,32.31999969,57.649,66.258,100,100,5,37.4301676,NA,NA,NA,Yes,1,126,14,224,7.601,7.761,7.683,5.346,4.94,5.131
Denmark,DNK,Europe & Central Asia,2019,59404.26632,1.347792453,39.80975538,32.45770619,58.06,66.928,100,100,4,39.10614525,NA,NA,NA,Yes,1,126,14,224,7.445,7.987,7.722,5.269,4.795,5.018
Denmark,DNK,Europe & Central Asia,2020,60985.48856,-2.066138377,42.43000031,33.61000061,57.85,66.497,100,100,4,39.66480447,NA,NA,NA,Yes,1,126,14,224,7.181,7.696,7.444,5.98,5.332,5.637
Denmark,DNK,Europe & Central Asia,2021,69727.98737,6.91766402,41.49036191,33.15707387,58.216,67.317,100,100,8,39.66480447,NA,NA,NA,Yes,1,126,14,224,7.151,7.075,7.112,5.139,4.958,5.043
Denmark,DNK,Europe & Central Asia,2022,68091.31911,0.743682018,42.78064429,32.81709139,59.551,67.549,100,100,6,43.57541899,NA,NA,NA,Yes,1,126,14,224,6.981,6.559,6.766,4.493,4.38,4.434
Denmark,DNK,Europe & Central Asia,2023,68453.87693,1.7383132590000001,43.03307707,33.91504086,59.812,67.788,100,100,4,43.57541899,NA,NA,NA,Yes,1,42,14,182,6.959,7.264,7.115,5.274,4.931,5.094
Denmark,DNK,Europe & Central Asia,2024,71851.75621,3.155127057,NA,NA,59.769,67.752,100,100,NA,45.25139665,NA,NA,NA,Yes,1,42,14,182,6.934,7.239,7.09,5.913,5.292,5.587
Djibouti,DJI,Middle East & North Africa,2015,2376.125547,5.458368313,NA,NA,17.862,47.943,NA,NA,210,12.72727273,NA,NA,NA,Yes,1,98,3,0,28.162,17.925,23.016,36.115,22.207,26.07
Djibouti,DJI,Middle East & North Africa,2016,2510.430008,5.333315297,NA,NA,17.999,47.416,NA,NA,204,12.72727273,NA,NA,NA,Yes,1,98,3,0,28.082,17.741,22.883,35.936,22.094,25.992
Djibouti,DJI,Middle East & North Africa,2017,2618.955211,3.73971531,4.102814946,10.21472963,18.146,46.859,NA,NA,201,10.76923077,NA,NA,NA,Yes,1,98,3,0,28.059,17.632,22.818,35.956,22.108,26.064
Djibouti,DJI,Middle East & North Africa,2018,2718.083388,3.1086154009999998,NA,NA,18.299,46.288,NA,NA,199,26.15384615,NA,NA,NA,Yes,1,98,3,0,28.06,17.547,22.776,36.036,22.161,26.184
Djibouti,DJI,Middle East & North Africa,2019,2837.169023,3.913784409,NA,NA,18.451,45.733,NA,NA,194,26.15384615,NA,NA,NA,Yes,1,98,3,0,28.029,17.435,22.704,36.052,22.174,26.256
Djibouti,DJI,Middle East & North Africa,2020,2844.888106,-0.306867603,NA,NA,17.976,44.74,NA,NA,192,26.15384615,NA,NA,NA,Yes,1,182,3,0,28.887,18.366,23.599,37.769,23.538,27.713
Djibouti,DJI,Middle East & North Africa,2021,3025.911264,2.911698993,NA,NA,18.237,44.832,NA,NA,221,26.15384615,NA,NA,NA,Yes,1,182,3,0,28.232,17.661,22.919,37.618,23.484,27.668
Djibouti,DJI,Middle East & North Africa,2022,3133.257798,3.700803899,NA,NA,18.546,45.82,NA,NA,174,26.15384615,NA,NA,NA,Yes,1,182,3,0,28.065,17.467,22.739,36.142,22.191,26.307
Djibouti,DJI,Middle East & North Africa,2023,3397.520158,5.896169285,NA,NA,18.669,45.924,NA,NA,162,26.15384615,NA,NA,NA,Yes,1,182,3,0,27.975,17.373,22.646,35.917,22.048,26.154
Djibouti,DJI,Middle East & North Africa,2024,3496.471119,4.523430347,NA,NA,18.715,45.813,NA,NA,NA,26.15384615,NA,NA,NA,Yes,1,182,3,0,27.968,17.374,22.643,35.647,21.745,25.875
Dominica,DMA,Latin America & Caribbean,2015,8282.598747,-3.424159288,NA,NA,NA,NA,NA,NA,63,21.875,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2016,8802.56172,2.619035144,NA,NA,NA,NA,NA,NA,48,21.875,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2017,8224.648966,-6.046090042,NA,NA,NA,NA,NA,NA,44,25,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2018,9215.308541,3.450331076,NA,NA,NA,NA,NA,NA,43,25,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2019,9491.14996,4.398314737,NA,NA,NA,NA,NA,NA,41,25,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2020,7827.748427,-15.32343686,NA,NA,NA,NA,NA,NA,47,34.375,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2021,8376.404141,5.961605599,NA,NA,NA,NA,NA,NA,110,34.375,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2022,9323.660895,11.0179611,NA,NA,NA,NA,NA,NA,44,34.375,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2023,9912.962128,4.1446789,NA,NA,NA,NA,NA,NA,36,37.5,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominica,DMA,Latin America & Caribbean,2024,10405.27878,2.522885519,NA,NA,NA,NA,NA,NA,NA,37.5,NA,NA,NA,No,0,84,0,0,NA,NA,NA,NA,NA,NA
Dominican Republic,DOM,Latin America & Caribbean,2015,6800.953094,5.76452491,NA,NA,48.157,76.197,49,54,102,20.76502732,92.31999969,91.65000153,91.9899978637695,Yes,1,84,2,0,31.096,19.551,25.232,10.894,5.475,7.605
Dominican Republic,DOM,Latin America & Caribbean,2016,7160.44201,5.540409787,25.86000061,18.86000061,48.821,76.423,49,54,106,26.84210526,93.76000214,93.79000092,93.7799987792969,Yes,1,84,2,0,31.698,19.252,25.374,10.732,5.026,7.284
Dominican Republic,DOM,Latin America & Caribbean,2017,7412.715716,2.809319218,NA,NA,49.009,76.066,49,54,104,26.84210526,93.07000772,93.43152293,93.232235984521,Yes,1,84,2,0,30.58,18.297,24.336,8.121,4.319,5.832
Dominican Republic,DOM,Latin America & Caribbean,2018,7882.982216,5.953142055,NA,NA,50.285,77.607,49,54,107,26.84210526,93.50355366,93.43682176,93.4355831240379,Yes,1,98,2,0,31.057,18.164,24.5,9.104,3.705,5.861
Dominican Republic,DOM,Latin America & Caribbean,2019,8183.016236,3.815726823,NA,NA,52.543,78.168,49,54,118,26.84210526,87.37000275,93.6136998,93.6758208343989,Yes,1,98,2,0,30.735,18.928,24.727,9.602,4.117,6.356
Dominican Republic,DOM,Latin America & Caribbean,2020,7135.222733,-8.884672217,NA,NA,47.412,73.67,49,54,121,27.89473684,93.69604743,93.81268565,93.7009782823312,Yes,1,98,2,0,44.388,31.254,37.702,9.034,4.203,6.126
Dominican Republic,DOM,Latin America & Caribbean,2021,8527.075486,12.83190804,NA,NA,51.059,75.633,49,54,153,27.89473684,93.57536355,93.96228833,93.7368933438107,Yes,1,98,2,0,33.699,21.198,27.333,12.448,4.407,7.702
Dominican Republic,DOM,Latin America & Caribbean,2022,10104.24493,4.232891968,NA,NA,50.478,76.343,49,54,124,27.89473684,93.7317585,93.75334315,93.7022375646963,Yes,1,98,2,0,31.854,21.559,26.61,8.658,3.358,5.504
Dominican Republic,DOM,Latin America & Caribbean,2023,10630.43174,1.285648258,NA,NA,52.482,76.433,49,54,124,27.89473684,94.20909557,94.49291753,94.3123758236054,Yes,1,98,2,0,30.86,20.69,25.678,8.442,3.514,5.555
Dominican Republic,DOM,Latin America & Caribbean,2024,10875.66184,4.067342605,NA,NA,52.897,76.489,49,54,NA,36.84210526,94.43000031,93.59999847,94.0299987792969,Yes,1,98,2,0,30.833,20.677,25.657,8.383,3.4,5.473
Ecuador,ECU,Latin America & Caribbean,2015,5976.159681,-1.30274985,14.17000008,12.98999977,51.905,79.683,58,71,64,41.60583942,93.26000214,95.73000336,94.4599990844727,Yes,1,84,14,0,29.394,10.546,19.811,4.516,3.018,3.616
Ecuador,ECU,Latin America & Caribbean,2016,5917.637713,-2.125508822,14.01000023,12.90999985,55.406,80.167,58,71,65,41.60583942,93.30999756,95.44999695,94.3499984741211,Yes,1,84,14,0,26.858,10.303,18.44,5.84,3.721,4.597
Ecuador,ECU,Latin America & Caribbean,2017,6233.322448,4.361954674,15.06999969,12.75,56.173,80.357,58,71,62,37.95620438,92.08999634,93.77999878,92.8300018310547,Yes,1,84,14,0,26.097,9.308,17.56,4.921,3.064,3.836
Ecuador,ECU,Latin America & Caribbean,2018,6303.918867,-0.67455896,NA,NA,54.481,79.061,58,71,61,37.95620438,NA,NA,NA,Yes,1,84,14,0,25.859,9.752,17.67,4.394,2.924,3.53
Ecuador,ECU,Latin America & Caribbean,2019,6205.057652,-1.512531548,NA,NA,54.401,78.168,58,71,62,37.95620438,NA,NA,NA,Yes,1,84,14,0,25.464,9.829,17.516,4.593,3.259,3.812
Ecuador,ECU,Latin America & Caribbean,2020,5463.645153,-10.31083392,14.90999985,12.81999969,48.146,71.932,58,71,91,39.41605839,92.48999786,94.80999756,93.629997253418,Yes,1,84,14,0,27.801,13.185,20.369,7.355,5.289,6.127
Ecuador,ECU,Latin America & Caribbean,2021,6061.323502,8.577895442,15.63000011,13.649999619999999,52.986,77.244,58,71,93,39.41605839,94.05000305,94.94000244,94.4800033569336,Yes,1,84,14,0,27.094,10.824,18.819,5.785,3.689,4.552
Ecuador,ECU,Latin America & Caribbean,2022,6515.585284,5.02829597,20.60000038,18.27000046,53.451,76.767,58,71,69,38.68613139,95.72000122,96.84999847,96.2600021362305,Yes,1,84,14,0,26.333,10.81,18.435,4.453,3.269,3.761
Ecuador,ECU,Latin America & Caribbean,2023,6737.847484,1.102305913,NA,NA,52.521,76.716,58,71,55,43.06569343,NA,NA,NA,Yes,1,84,14,0,26.274,11.264,18.634,4.349,2.923,3.51
Ecuador,ECU,Latin America & Caribbean,2024,6874.70574,-2.840963263,NA,NA,52.443,76.58,58,71,NA,43.06569343,NA,NA,NA,Yes,1,84,15,0,26.215,11.19,18.566,5.72,4.111,4.773
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2015,3306.981594,2.20415858,NA,NA,22.813,70.97,24,31,24,NA,NA,NA,NA,Yes,1,90,0,0,35.843,19.782,27.605,24.68,9.341,13.052
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2016,3270.628777,2.244973756,NA,NA,23.072,70.044,24,31,23,14.93288591,NA,NA,NA,Yes,1,90,0,0,35.721,19.896,27.61,23.507,8.83,12.45
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2017,2395.103333,2.120154772,29.34000015,29.950000760000002,22.185,67.582,24,31,21,14.93288591,65.51000214,76.5,71.1699981689453,Yes,1,90,0,0,34.743,19.441,26.903,22.824,8.159,11.767
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2018,2484.703156,3.351667532,NA,NA,18.415,68.037,24,31,20,14.93288591,NA,NA,NA,Yes,1,90,0,0,36.215,18.403,27.095,21.333,6.767,9.855
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2019,2962.98892,3.715840886,NA,NA,15.859,68.387,24,31,19,14.93288591,NA,NA,NA,Yes,1,90,0,0,40.124,16.348,27.96,21.312,4.747,7.851
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2020,3511.11381,1.881119759,18.20195259,22.28716605,14.609,68.47,24,31,31,27.41116751,NA,NA,NA,Yes,1,90,0,0,43.788,17.124,30.156,17.631,5.925,7.974
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2021,3827.354154,1.762204843,18.67741013,22.4379881,15.59,70.223,24,31,42,27.7027027,75.70121322,88.11465279,82.083331279425,Yes,1,90,0,0,41.535,16.501,28.743,15.924,5.569,7.441
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2022,4233.307837,5.01555865,19.03664218,22.63824089,15.233,70.272,24,31,24,27.58037225,73.2993512,85.2896519,79.4565788949049,Yes,1,90,0,0,38.971,15.381,26.92,18.283,4.987,7.344
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2023,3456.789685,2.023158424,19.99599606,23.14883409,15.3,70.174,24,31,17,27.53378378,NA,NA,NA,Yes,1,90,0,0,38.971,15.347,26.905,18.234,4.972,7.334
"Egypt, Arab Rep.",EGY,Middle East & North Africa,2024,3338.473714,0.639636335,NA,NA,15.068,69.926,24,31,NA,27.7027027,NA,NA,NA,Yes,1,90,0,0,38.964,15.335,26.897,17.996,4.885,7.198
El Salvador,SLV,Latin America & Caribbean,2015,3790.340891,2.05686594,NA,NA,45.09,74.606,29,45,43,32.14285714,86.22000122,90.01000214,87.9700012207031,Yes,1,84,3,0,41.811,15.763,28.541,3.47,4.371,3.998
El Salvador,SLV,Latin America & Caribbean,2016,3901.34015,2.255892674,NA,NA,45.811,74.997,29,45,43,32.14285714,86.33000183,90.30000305,88.1399993896484,Yes,1,84,3,0,41.208,15.757,28.225,3.847,4.826,4.418
El Salvador,SLV,Latin America & Caribbean,2017,4020.126714,2.038089506,NA,NA,45.154,75.208,29,45,44,32.14285714,86.66999817,90.62999725,88.4800033569336,Yes,1,112,3,0,42.05,15.313,28.398,4.003,4.654,4.385
El Salvador,SLV,Latin America & Caribbean,2018,4183.54621,2.309139463,NA,NA,44.928,74.87,29,45,43,30.95238095,87.23000336,91.09999847,89.0100021362305,Yes,1,112,3,0,40.01,14.845,27.149,3.748,4.187,4.006
El Salvador,SLV,Latin America & Caribbean,2019,4320.116715,2.396133219,NA,NA,45.983,76.147,29,45,40,30.95238095,87.31999969,91.30999756,89.1399993896484,Yes,1,112,3,0,41.097,15.381,27.94,4.384,4.019,4.17
El Salvador,SLV,Latin America & Caribbean,2020,3997.192796,-8.075625886,NA,NA,43.392,72.37,29,45,48,33.33333333,88.54000092,91.73000336,89.9800033569336,Yes,1,112,3,0,36.114,14.746,25.169,5.423,4.717,5.008
El Salvador,SLV,Latin America & Caribbean,2021,4642.607431,11.52715941,NA,NA,45.217,75.477,29,45,58,27.38095238,87.30511559,91.18371739,89.0586486323527,Yes,1,112,3,0,38.452,14.464,26.152,4.763,4.022,4.327
El Salvador,SLV,Latin America & Caribbean,2022,5074.602102,2.552374867,NA,NA,46.028,76.477,29,45,39,27.38095238,87.58824701,91.53905665,89.3518526572018,Yes,1,112,3,0,34.821,12.692,23.462,3.3,2.787,2.999
El Salvador,SLV,Latin America & Caribbean,2023,5365.444914,3.058269878,NA,NA,46.622,76.626,29,45,39,27.38095238,88.34999847,91.69000244,89.8499984741211,Yes,1,112,3,0,31.732,11.854,21.518,3.369,2.725,2.992
El Salvador,SLV,Latin America & Caribbean,2024,5579.659692,2.139548111,NA,NA,46.704,76.861,29,45,NA,31.66666667,88.25,91.62000275,89.7699966430664,Yes,1,112,3,0,31.845,11.87,21.572,3.193,2.589,2.839
Equatorial Guinea,GNQ,Sub-Saharan Africa,2015,9068.910032,-12.49171427,NA,NA,53.507,67.243,NA,NA,222,24,NA,NA,NA,Yes,1,84,3,0,26.685,18.88,22.608,8.959,7.27,7.95
Equatorial Guinea,GNQ,Sub-Saharan Africa,2016,7453.197979,-12.0971099,NA,NA,53.655,67.432,NA,NA,216,24,NA,NA,NA,Yes,1,84,3,0,26.859,19.118,22.813,8.917,7.322,7.962
Equatorial Guinea,GNQ,Sub-Saharan Africa,2017,7809.104657,-8.94053555,NA,NA,53.753,67.5,NA,NA,212,NA,NA,NA,NA,Yes,1,84,3,0,26.791,19.359,22.902,8.866,7.428,8.004
Equatorial Guinea,GNQ,Sub-Saharan Africa,2018,8102.470848,-9.370419052,NA,NA,53.802,67.421,NA,NA,204,20,NA,NA,NA,Yes,1,84,3,0,26.767,19.507,22.965,8.78,7.425,7.967
Equatorial Guinea,GNQ,Sub-Saharan Africa,2019,6804.149231,-8.52391282,NA,NA,53.802,67.179,NA,NA,198,21,NA,NA,NA,Yes,1,84,3,0,27.071,19.895,23.313,8.918,7.493,8.064
Equatorial Guinea,GNQ,Sub-Saharan Africa,2020,5764.055029,-7.358746574,NA,NA,50.726,63.526,NA,NA,196,21,NA,NA,NA,Yes,1,84,3,0,28.474,21.238,24.696,9.622,8.22,8.781
Equatorial Guinea,GNQ,Sub-Saharan Africa,2021,6945.630698,-1.5665204,NA,NA,51.475,64.096,NA,NA,202,23,NA,NA,NA,Yes,1,84,3,0,28.094,20.957,24.388,9.935,8.33,8.976
Equatorial Guinea,GNQ,Sub-Saharan Africa,2022,7589.299649,0.661786259,NA,NA,53.337,67.008,NA,NA,183,31,NA,NA,NA,Yes,1,84,3,0,27.704,20.397,23.926,9.429,7.803,8.455
Equatorial Guinea,GNQ,Sub-Saharan Africa,2023,6677.793435,-7.349844197,NA,NA,52.997,66.886,NA,NA,174,31,NA,NA,NA,Yes,1,84,9,0,28.107,20.587,24.237,9.376,7.692,8.367
Equatorial Guinea,GNQ,Sub-Saharan Africa,2024,6745.400132,-1.490351685,NA,NA,52.753,66.596,NA,NA,NA,32,NA,NA,NA,Yes,1,84,9,0,28.435,20.761,24.501,8.861,7.125,7.823
Eritrea,ERI,Sub-Saharan Africa,2015,NA,NA,NA,NA,72.902,85.466,NA,NA,413,22,NA,NA,NA,Yes,1,60,0,0,31.787,17.057,24.383,6.265,4.881,5.541
Eritrea,ERI,Sub-Saharan Africa,2016,NA,NA,NA,NA,72.749,85.297,NA,NA,395,22,NA,NA,NA,Yes,1,60,0,0,31.984,17.238,24.565,6.239,4.93,5.554
Eritrea,ERI,Sub-Saharan Africa,2017,NA,NA,NA,NA,72.728,85.263,NA,NA,379,22,NA,NA,NA,Yes,1,60,0,0,32.193,17.714,24.904,6.196,5.014,5.577
Eritrea,ERI,Sub-Saharan Africa,2018,NA,NA,NA,NA,72.512,84.703,NA,NA,363,22,NA,NA,NA,Yes,1,60,0,0,32.206,17.841,24.974,6.091,4.982,5.511
Eritrea,ERI,Sub-Saharan Africa,2019,NA,NA,NA,NA,72.364,84.176,NA,NA,351,22,NA,NA,NA,Yes,1,60,0,0,32.648,18.315,25.432,6.159,4.996,5.552
Eritrea,ERI,Sub-Saharan Africa,2020,NA,NA,NA,NA,71.404,83.088,NA,NA,334,NA,NA,NA,NA,Yes,1,60,0,0,34.259,19.769,26.964,6.69,5.539,6.088
Eritrea,ERI,Sub-Saharan Africa,2021,NA,NA,NA,NA,71.975,83.539,NA,NA,338,NA,NA,NA,NA,Yes,1,60,0,0,33.981,19.661,26.773,6.862,5.551,6.177
Eritrea,ERI,Sub-Saharan Africa,2022,NA,NA,NA,NA,72.354,84.264,NA,NA,301,NA,NA,NA,NA,Yes,1,60,0,0,33.321,19.028,26.128,6.383,5.071,5.695
Eritrea,ERI,Sub-Saharan Africa,2023,NA,NA,NA,NA,72.385,84.312,NA,NA,291,NA,NA,NA,NA,Yes,1,60,0,0,33.301,18.971,26.091,6.295,4.943,5.586
Eritrea,ERI,Sub-Saharan Africa,2024,NA,NA,NA,NA,72.336,84.305,NA,NA,NA,NA,NA,NA,NA,Yes,1,60,0,0,33.354,18.989,26.128,6.253,4.92,5.553
Estonia,EST,Europe & Central Asia,2015,17722.15577,1.77141702,NA,33.28894066,55.747,68.954,100,99,6,23.76237624,NA,NA,NA,Yes,1,140,14,435,13.212,9.849,11.482,6.324,6.496,6.412
Estonia,EST,Europe & Central Asia,2016,18666.37365,3.063010903,NA,34.47387115,56.295,70.071,100,99,7,23.76237624,NA,NA,NA,Yes,1,140,14,435,11.87,7.391,9.569,6.16,7.561,6.882
Estonia,EST,Europe & Central Asia,2017,20851.52235,5.506857314,NA,36.04626971,57.006,70.518,100,99,5,26.73267327,NA,NA,NA,Yes,1,140,14,435,10.792,9.3,10.026,5.242,6.34,5.807
Estonia,EST,Europe & Central Asia,2018,23618.13613,3.339409364,NA,36.67067352,57.281,70.703,100,99,5,26.73267327,NA,NA,NA,Yes,1,140,14,435,9.597,11.063,10.348,5.255,5.56,5.412
Estonia,EST,Europe & Central Asia,2019,24021.25014,3.341963617,NA,37.01127637,57.34,69.864,100,99,6,29.7029703,NA,NA,NA,Yes,1,140,14,435,7.76,7.956,7.86,4.926,4.125,4.514
Estonia,EST,Europe & Central Asia,2020,23933.99394,-3.075480078,54.90000153,41.11999893,57.133,69.809,100,99,6,28.71287129,NA,NA,NA,Yes,1,140,14,435,9.813,8.626,9.204,6.771,7.13,6.956
Estonia,EST,Europe & Central Asia,2021,27953.76702,7.040926485,55.45923375,38.11590692,57.777,69.372,100,99,8,25.74257426,NA,NA,NA,Yes,1,140,0,465,9.694,12.086,10.921,5.544,6.782,6.178
Estonia,EST,Europe & Central Asia,2022,28451.14778,-1.268031117,57.68441872,39.15615687,60.138,70.791,100,99,7,25.74257426,NA,NA,NA,Yes,1,140,0,465,7.797,13.528,10.735,5.061,6.066,5.571
Estonia,EST,Europe & Central Asia,2023,30133.30445,-4.540800666,58.47198906,39.15389261,61.049,70.788,100,99,5,28.71287129,NA,NA,NA,Yes,1,100,0,475,7.159,11.911,9.595,6.638,6.123,6.378
Estonia,EST,Europe & Central Asia,2024,31170.09151,-0.384590772,NA,NA,60.826,70.444,100,99,NA,29.7029703,NA,NA,NA,Yes,1,100,0,475,7.201,11.867,9.594,8.423,7.244,7.828
Eswatini,SWZ,Sub-Saharan Africa,2015,3420.753571,1.465265694,NA,NA,46.858,56.109,69,62,283,6.153846154,NA,NA,NA,Yes,1,14,0,0,41.415,30.085,35.79,25.183,21.556,23.285
Eswatini,SWZ,Sub-Saharan Africa,2016,3239.807075,4.066280074,NA,NA,46.964,55.645,69,62,213,6.153846154,NA,NA,NA,Yes,1,14,0,0,41.115,29.859,35.498,24.493,21.098,22.718
Eswatini,SWZ,Sub-Saharan Africa,2017,3853.991479,0.695732345,NA,NA,46.629,54.637,69,62,151,6.153846154,NA,NA,NA,Yes,1,14,0,0,40.785,29.922,35.339,26.242,22.947,24.523
Eswatini,SWZ,Sub-Saharan Africa,2018,3973.463449,-0.664046641,NA,NA,46.306,53.614,69,62,133,7.246376812,NA,NA,NA,Yes,1,14,0,0,40.436,29.954,35.16,28.032,24.831,26.369
Eswatini,SWZ,Sub-Saharan Africa,2019,3913.12644,5.09910496,NA,NA,45.988,52.583,69,62,96,7.246376812,NA,NA,NA,Yes,1,14,0,0,40.037,29.925,34.932,29.743,26.642,28.138
Eswatini,SWZ,Sub-Saharan Africa,2020,3454.784217,-3.909807004,NA,NA,45.103,51.535,69,62,102,9.589041096,NA,NA,NA,Yes,1,14,0,0,41.524,31.56,36.484,34.364,31.624,32.944
Eswatini,SWZ,Sub-Saharan Africa,2021,3966.298633,2.246479994,14.36927972,15.46997869,45.479,51.412,69,62,219,9.589041096,NA,NA,NA,Yes,1,14,0,0,39.946,30.464,35.15,35.507,32.882,34.153
Eswatini,SWZ,Sub-Saharan Africa,2022,3889.65277,0.097209459,NA,NA,44.965,50.631,69,62,112,13.51351351,90.41000366,91.11000061,90.75,Yes,1,14,0,0,40.525,31.086,35.758,36.984,33.828,35.359
Eswatini,SWZ,Sub-Saharan Africa,2023,3741.690107,2.470230272,18.27359033,19.74658041,44.886,50.064,69,62,118,17.14285714,NA,NA,NA,Yes,1,14,0,0,40.311,30.792,35.515,36.696,33.554,35.086
Eswatini,SWZ,Sub-Saharan Africa,2024,3936.109692,1.623565462,NA,NA,44.825,49.622,69,62,NA,21.62162162,NA,NA,NA,Yes,1,14,0,0,40.321,30.799,35.534,36.178,32.694,34.4
Ethiopia,ETH,Sub-Saharan Africa,2015,621.8456738,7.468076766,NA,NA,70.141,85.892,39,55,401,38.75685558,NA,NA,NA,Yes,1,90,0,0,17.642,6.85,12.174,3.25,1.774,2.443
Ethiopia,ETH,Sub-Saharan Africa,2016,696.1960848,6.509914561,NA,NA,68.087,84.699,39,55,364,38.75685558,34.41999817,62.56000137,47.4900016784668,Yes,1,90,0,0,18.816,7.34,13.006,3.422,1.846,2.554
Ethiopia,ETH,Sub-Saharan Africa,2017,745.6324339,6.6186207,NA,NA,66.034,83.524,39,55,327,38.75685558,NA,NA,NA,Yes,1,90,0,0,19.98,7.87,13.852,3.59,1.917,2.662
Ethiopia,ETH,Sub-Saharan Africa,2018,747.9680037,3.974075459,NA,NA,63.977,82.382,39,55,297,38.75685558,NA,NA,NA,Yes,1,90,0,0,21.19,8.431,14.738,3.803,2.013,2.802
Ethiopia,ETH,Sub-Saharan Africa,2019,828.7090805,5.48664148,NA,NA,61.915,81.275,39,55,269,38.75685558,44.61999893,66.43000031,55.0499992370605,Yes,1,90,0,0,22.389,8.916,15.579,3.984,2.091,2.917
Ethiopia,ETH,Sub-Saharan Africa,2020,905.3131593,3.223115995,NA,NA,59.234,79.638,39,55,244,38.75685558,NA,NA,NA,Yes,1,90,0,0,25.747,10.402,17.993,5.334,2.98,3.994
Ethiopia,ETH,Sub-Saharan Africa,2021,910.9478871,2.855657631,6.565860293,12.52004814,57.555,79.132,39,55,250,42.58823529,44.11754689,65.9760527,54.8861260079206,Yes,1,120,3,0,25.212,10.003,17.529,5.283,2.938,3.935
Ethiopia,ETH,Sub-Saharan Africa,2022,1011.073324,2.595399676,NA,NA,57.495,78.81,39,55,207,41.4893617,49.95999908,71.04000092,60.4599990844727,Yes,1,120,3,0,24.916,9.876,17.319,4.709,2.443,3.409
Ethiopia,ETH,Sub-Saharan Africa,2023,NA,3.854750252,NA,NA,57.378,78.358,39,55,195,41.31355932,NA,NA,NA,Yes,1,120,3,0,24.933,10.046,17.414,4.697,2.436,3.402
Ethiopia,ETH,Sub-Saharan Africa,2024,NA,4.579667789,NA,NA,57.27,78.284,39,55,NA,41.31355932,NA,NA,NA,Yes,1,120,3,0,24.88,10.052,17.39,4.681,2.443,3.398
Faroe Islands,FRO,Europe & Central Asia,2015,52635.03755,-0.018524822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
